"","Hogwarts.House","First.Name","Last.Name","Birthday","Best.Hand","Arithmancy","Herbology","Defense.Against.the.Dark.Arts","Divination","Muggle.Studies","Ancient.Runes","History.of.Magic","Transfiguration","Potions","Care.of.Magical.Creatures","Charms","Flying"
"1202","Ravenclaw","Titus","Griffis","13/10/2000","Right",57156,6.705871538,4.844015384,6.37,606.3444926,623.838569,4.388334261,1054.186967,5.868536961,-1.131456279,-228.83366,-0.47
"1203","Slytherin","Penny","Allan","28/07/1999","Left",59836,-6.127944835,4.601186777,-6.043,-539.3570576,379.6486936,4.643701052,1063.857564,9.656303667,-2.143967011,-252.63282,-98.25
"1204","Gryffindor","Vickie","Goldstein","21/10/2000","Left",50332,-5.812634201,-7.386147904,2.949,-761.9776128,601.0284206,-5.204115373,916.7977636,3.609409659,0.648978209,-258.2564,243.22
"1205","Ravenclaw","Daryl","Matheson","07/03/1999","Left",34968,7.1739297,2.19797852,6.649,391.7650264,602.4187067,4.768165764,1066.63941,8.742790117,-0.877994556,-229.73251,31.88
"1206","Ravenclaw","Nicki","Jeter","06/09/1997","Left",58598,7.528875288,3.513199643,6.174,244.0326201,640.6980783,6.832187752,1038.756369,8.727507483,0.188142184,-229.70223,22.81
"1207","Hufflepuff","Santo","Farley","31/10/1999","Left",48745,2.198892131,-6.254850371,7.183,-607.686936,408.2597844,5.679854009,1064.424665,7.102882158,-0.577777124,-244.97887,-34.99
"1208","Hufflepuff","Ernesto","Pike","02/08/1997","Right",46773,6.697887344,-4.720090215,5.206,-768.0233696,415.0010999,4.209252835,1062.989464,6.193174723,-0.60437445,-243.20593,26.94
"1209","Slytherin","Scotty","Francis","19/10/1999","Right",73346,-3.970991204,4.399593129,-4.065,-573.7053626,398.5531849,5.051157016,1033.008488,6.53566847,0.009789912,-250.90718,-83.18
"1210","Hufflepuff","Beatrice","Dorsey","21/04/2000","Left",58738,5.10717108,-5.507886503,5.561,-522.6393833,397.711804,5.10226351,1053.228101,4.471533542,-0.689810948,-244.74356,-20.94
"1211","Hufflepuff","Karyn","Taft","18/11/1997","Left",55431,2.664776101,-5.425036972,7.103,-482.2066286,418.7204309,5.232296166,1053.540679,5.375729723,0.882950143,-244.34413,-33.88
"1212","Ravenclaw","Kelli","Corbitt","02/10/1997","Left",37743,4.029534769,6.110730699,3.986,639.2067382,495.74797,6.680586083,1065.44714,11.00137724,1.280955314,-229.07568,-17
"1213","Hufflepuff","Shirley","Doty","16/12/1996","Right",41316,4.292571943,-5.335908132,5.912,-569.6583322,372.9770382,8.877923065,1055.999284,5.950372993,1.042364602,-242.93031,-53.9
"1214","Ravenclaw","Rochelle","Hefner","13/04/2000","Left",96741,5.64834627,3.632284049,7.316,426.493876,623.5225639,5.774247423,1026.488211,3.278739756,-0.213851902,-232.4097,-46.38
"1215","Hufflepuff","Jay","Bacon","08/11/1997","Left",64893,3.186441828,-3.924161522,3.467,-606.4829846,461.2626554,4.232999285,1058.445388,7.769440531,-0.13955854,-246.11037,0.78
"1216","Gryffindor","Rachael","Coyle","14/10/2000","Right",56746,-4.049053712,-8.425382285,3.92,-772.0903291,626.9812131,-4.954942647,940.6669431,5.311463797,-1.2439919,-256.79912,240.85
"1217","Hufflepuff","Nelda","Day","02/09/1999","Left",44387,2.304102525,-6.81182246,6.665,-331.6653567,395.01514,7.640106522,1043.362997,6.544869462,0.680183766,-244.73266,-48.73
"1218","Slytherin","Cesar","Hogg","16/05/2000","Left",31818,-4.304245473,6.932228212,-2.9,-492.2263944,401.2535324,6.257238128,1041.013678,9.117922569,-0.05342714,-244.9726,-66.31
"1219","Gryffindor","Amelia","Daniels","10/08/1999","Left",50252,-4.984502791,-4.50768108,4.276,-814.2161858,610.2799708,2.963094615,951.4782452,4.141884253,-1.387700752,-253.84047,216.17
"1220","Hufflepuff","Carol","Wilson","17/12/1998","Right",40414,6.291111469,-7.534635138,3.213,-202.8091957,283.8696087,3.969302,1038.471653,-0.186495609,-1.001399573,-247.97369,-17.63
"1221","Ravenclaw","Rusty","Galbraith","29/09/2000","Right",78160,7.194717352,5.162067635,6.462,661.445807,614.1988082,1.303920336,1038.350789,0.454921005,-0.769475238,-230.74615,6.01
"1222","Slytherin","Logan","Harlow","06/06/1997","Right",60525,-7.134159656,3.908762817,-5.132,-538.9151718,401.3589256,6.838286972,1049.399845,11.2351902,0.505808602,-252.32607,-108.5
"1223","Hufflepuff","Armand","Bolling","13/11/1998","Left",6407,6.079544376,-7.734238326,7.233,-393.2799378,391.5263351,5.609546808,1031.827408,5.966364677,-1.768941833,-241.70486,58.73
"1224","Ravenclaw","Irma","Putnam","10/04/2001","Left",47517,3.553842967,5.029804264,4.674,310.9667815,598.1171573,5.028967672,1037.932565,7.455259025,-0.373631039,-232.51409,6.02
"1225","Ravenclaw","Corrie","Mcdermott","14/04/1999","Right",57088,6.375130868,-0.387863497,3.154,352.0244919,583.0847687,5.289540681,1045.90334,5.635629427,-0.400986423,-231.13162,-6.68
"1226","Hufflepuff","Francisca","Chester","14/11/1999","Right",46440,3.173214923,-4.322499062,6.177,-485.5731577,391.5105238,5.950994016,1054.707139,5.394657353,0.054451882,-243.45066,-39.76
"1227","Hufflepuff","Sammy","Steffen","02/12/1997","Right",41618,5.294272716,-3.906564801,4.907,-490.4728401,386.4337751,4.796707487,1049.1901,4.320063193,0.184408761,-243.10558,-1.98
"1228","Hufflepuff","Ernesto","Pitcher","03/08/2000","Left",49018,5.949551451,-7.129504539,7.026,-723.3451644,400.6480778,2.86811428,1063.998941,4.468169115,-0.62942514,-244.91812,24.54
"1229","Hufflepuff","Alfonzo","Lacey","07/02/2000","Right",67963,6.38163801,-3.090370036,5.619,-574.1199946,430.0873282,2.461924847,1053.812377,2.34600294,1.36369295,-243.02315,7.54
"1230","Ravenclaw","Marquita","Bowling","30/08/1997","Right",52865,3.004229846,4.894875499,5.16,446.694603,625.5843834,4.703329991,1054.899831,8.581514918,-0.10938278,-231.99638,-8.39
"1231","Hufflepuff","Alpha","Gipson","12/04/2000","Right",42562,4.754538763,-7.460655562,6.041,-727.6095568,382.6003119,2.639862004,1070.365623,5.319072896,0.480113046,-246.56118,21.06
"1232","Slytherin","Adele","Lapointe","17/08/2000","Right",44400,-3.062837499,5.672332905,3.154,-681.5301088,407.4467921,6.160693343,1039.884153,8.767638278,0.789628068,-245.9183,-58
"1233","Hufflepuff","Latrice","Camacho","17/10/1999","Right",49635,7.170320787,-5.567097833,1.925,-407.2733485,449.1092096,5.798675396,1026.324832,8.267439681,-1.525738284,-244.10253,76.5
"1234","Slytherin","Cornell","Anthony","26/10/1998","Right",40097,1.14101953,5.540335577,-6.254,-356.2423208,408.2522407,2.009160776,1067.306228,9.37664678,-0.654049258,-250.09809,-37.38
"1235","Ravenclaw","Edgar","Lemus","14/03/2001","Right",12935,8.135189391,2.541556215,6.571,554.1721713,565.8837789,4.160302102,1075.440226,7.938022239,-0.074330711,-227.86156,41.2
"1236","Slytherin","Ben","Winstead","07/03/1997","Left",23779,-4.17109495,5.945577038,-2.642,-633.2650915,410.0580288,6.121500343,1058.042361,11.55238847,-0.077377418,-245.01929,-50.01
"1237","Ravenclaw","Everett","Ezell","24/03/2000","Left",70213,5.470065876,5.241473542,5.239,508.8091442,623.5680477,5.616671776,1049.045879,6.639424701,0.2047282,-230.77422,-26.68
"1238","Ravenclaw","Shannon","Penny","07/01/1997","Right",51140,8.242431613,4.948982929,5.254,246.716847,614.7843695,3.700322506,1033.691161,5.386758233,0.595913137,-229.91814,57.16
"1239","Hufflepuff","Connie","Altman","15/01/1997","Left",54483,4.80557268,-6.30497511,7.501,-433.7154557,389.2053009,4.52655121,1047.366543,2.688570239,0.530125563,-244.04898,-21.83
"1240","Hufflepuff","Fran","Mcfall","15/06/2000","Left",43236,5.662792666,-6.62847069,6.229,-448.662514,373.6693171,2.963094615,1043.93833,5.161816007,-1.169289616,-243.47608,-25.27
"1241","Gryffindor","Newton","Bush","03/06/2001","Right",28504,-5.956751405,-0.387863497,4.634,-499.8189438,552.6515187,-4.785772194,924.9694562,2.048558857,1.195144362,-255.28156,215.95
"1242","Ravenclaw","Freddie","Gabbard","31/07/1998","Right",39665,2.993950644,6.360225259,3.611,442.6418888,599.2351854,4.395795497,1049.514491,8.130411827,-1.220939045,-231.83223,4.33
"1243","Hufflepuff","Colby","Loper","08/05/2001","Left",36880,4.834819698,-4.817930619,5.159,-333.10482,418.4577529,9.997830217,1029.712342,8.330518929,0.281038899,-241.36018,-26.2
"1244","Slytherin","Zenaida","Schramm","14/07/2001","Left",77425,-9.563072322,3.818708984,-6.629,-300.2948487,416.8934282,5.269746027,1051.337283,10.50607465,0.315748408,-255.73682,-130.32
"1245","Gryffindor","Jefferson","Ham","07/04/2000","Right",29622,-4.32334523,-4.570559102,6.563,-689.5961057,596.1575495,-5.613959844,945.5299672,2.75932582,-0.670995535,-250.57557,229.57
"1246","Hufflepuff","Gina","Dooley","07/08/2001","Right",63699,5.736038752,-3.698154407,4.029,-599.5757651,387.3513666,1.72720167,1062.388245,2.113176607,0.051288214,-245.68924,1.54
"1247","Gryffindor","Keven","Gore","11/10/1998","Right",49462,-4.114701761,-3.897293771,4.746,-751.1361604,621.2612331,-6.34973301,964.0600758,3.962343724,0.532806397,-252.15568,219.68
"1248","Gryffindor","Ines","Bess","23/05/1999","Left",39603,-4.284523849,-5.076432132,5.254,-562.5140157,610.9198814,-5.025782254,965.4106915,4.809941654,-0.265082469,-251.48853,206.45
"1249","Ravenclaw","Bernardo","Arce","27/06/1999","Right",82681,3.982915451,5.351637421,5.639,576.0822719,607.2877437,5.374844958,1042.578101,4.503203602,-0.512238237,-232.25196,-60.48
"1250","Gryffindor","Socorro","Shrader","26/07/1998","Right",42630,-6.813034457,-2.837866068,4.358,-422.5349693,576.2858997,-3.518111484,967.8860253,4.330139994,0.004532755,-251.63444,139.18
"1251","Hufflepuff","Merlin","Travers","04/06/1997","Right",36793,3.052991455,-4.130167516,6.197,-480.5654121,451.9062485,6.49435104,1043.899937,8.25431094,0.003232771,-241.94141,2.5
"1252","Hufflepuff","Marvin","Dobbs","20/04/1997","Left",60061,5.417321332,-2.499337835,3.916,-720.8615112,419.2088428,5.443663722,1063.54541,6.524638714,1.445878499,-243.29223,-16.5
"1253","Ravenclaw","Bob","Christmas","12/01/1998","Right",84986,3.338331383,5.299789299,5.814,615.276306,674.5847423,6.437551883,1049.288852,8.332726768,-0.631513427,-231.15546,-52.89
"1254","Slytherin","Gayla","Baker","20/04/2000","Left",49635,-2.983039535,4.377123689,-3.506,-586.8083467,430.2670561,4.309288487,1043.735862,9.247621593,0.034330078,-248.0484,-27.03
"1255","Ravenclaw","Constance","Romeo","28/03/2000","Right",48621,3.831948392,5.247357552,4.732,-224.5899149,590.875952,3.615770608,1044.825556,5.661948033,-0.05342714,-232.15,0.16
"1256","Slytherin","Lynwood","Maple","23/05/2000","Left",82130,-6.614747374,4.021060855,-3.486,-613.5016309,393.6624108,7.711014937,1030.122493,8.115482792,-0.948363857,-252.16677,-138.43
"1257","Hufflepuff","Dinah","Chu","11/12/2000","Left",54856,5.570495182,-3.239406468,3.154,-580.2853524,437.8440074,4.080520915,1051.249338,4.910110069,-0.188639213,-242.41159,11.25
"1258","Ravenclaw","Alisha","Paterson","27/10/1998","Left",55969,3.600027957,5.340685617,5.414,477.9715095,631.6778902,2.675303028,1046.601767,6.144587329,0.825711825,-231.93536,15.06
"1259","Slytherin","Garry","Sonnier","23/08/1997","Right",47990,-6.913139254,5.101856491,3.154,-372.3645827,420.1663596,5.867127957,1045.45687,11.02396585,-0.067031859,-250.34131,-81.89
"1260","Slytherin","Essie","Rudd","31/10/2000","Left",28071,-2.072789845,6.915486867,-1.614,-744.5924509,380.7788132,6.690096965,1045.202585,8.570107496,-1.179742691,-243.07235,-56.81
"1261","Ravenclaw","Christin","Curran","27/04/2000","Right",40544,3.892077909,-6.69262135,5.185,-529.4304883,417.3397766,5.240489126,1050.630615,7.389162456,-0.161486918,-245.4716,13.18
"1262","Gryffindor","Cathrine","Robey","17/07/1998","Right",19066,-4.180734254,-6.387985825,7.63,-118.6685538,636.7778994,-2.603519637,972.0783714,7.213115811,-1.678887009,-247.10985,191.41
"1263","Ravenclaw","Mirna","Hubbard","27/02/1998","Right",75766,6.273558082,5.614264047,5.712,802.9135714,640.1053702,4.459506027,1050.98035,4.778140839,-0.925045512,-229.35427,-29.55
"1264","Slytherin","Mohamed","Bechtel","22/11/2000","Left",85107,-5.600621508,2.536857223,-6.564,-101.0677878,490.5199375,2.063964419,1013.000209,7.23147145,0.036903758,-255.02774,-25.68
"1265","Ravenclaw","Federico","Mccollum","11/09/2000","Left",60541,8.652803988,5.858884288,5.596,731.2635152,615.0185584,4.966557843,1053.307159,4.795919381,-1.486771249,-227.2289,-8.7
"1266","Ravenclaw","Caridad","Saldivar","25/04/1997","Left",63662,4.326584069,5.304087001,4.403,378.032825,586.6283276,5.133722792,1045.100784,6.050847523,-0.095381273,-232.77505,-25.53
"1267","Hufflepuff","Hal","Sawyers","16/01/2001","Right",59027,5.331227845,-2.317256199,5.236,-484.6585377,452.2738787,4.535325171,1042.835447,4.63186643,-0.369832383,-241.75746,4.19
"1268","Hufflepuff","Lela","Tuttle","11/08/1998","Left",36507,7.356246396,-3.773454215,3.831,-226.5426678,299.9832769,2.963094615,1032.330125,0.714943755,1.543686258,-242.38598,-42.05
"1269","Hufflepuff","Ivette","Bueno","28/11/1996","Right",49635,7.755895656,-5.222870255,4.628,-530.3534257,378.4733851,1.975968577,1047.545726,2.282814701,0.891836054,-243.83142,56.03
"1270","Slytherin","Addie","Almanza","14/08/2001","Left",26460,-4.243310595,6.642350679,-3.667,-460.9448376,391.715781,3.727776491,1067.511019,9.266250572,0.893022992,-245.95789,-52.72
"1271","Ravenclaw","Evangeline","Pickett","23/07/2001","Right",67134,2.982664712,4.874867427,6.346,401.5363394,619.9240551,2.581619045,1044.322394,4.76835327,0.249863469,-233.02548,-5.96
"1272","Gryffindor","Dottie","Bui","02/10/2000","Left",57434,-5.212369479,-4.803791191,3.154,-245.9382405,636.5837145,-2.631397042,986.3498347,7.164328037,0.371615028,-250.9352,136.15
"1273","Slytherin","Susan","Keenan","17/07/1999","Left",72439,-3.763881502,4.395738713,-3.952,-454.6955397,428.6117495,5.893858368,1008.295871,6.488918455,0.715261126,-250.06907,-64.17
"1274","Ravenclaw","Shante","Lieberman","12/11/1997","Right",46393,6.365450988,6.140356743,4.048,204.5881736,601.2461336,5.566259843,1044.394312,7.966356761,-0.785267559,-230.20382,21.39
"1275","Ravenclaw","Bret","Blanco","16/09/2000","Right",63354,7.294941565,3.352923358,6.096,-224.5899149,605.5543525,8.184466799,1046.547288,7.631903701,-0.792143044,-229.48828,-34.48
"1276","Hufflepuff","Arlen","Keller","09/04/1998","Right",59307,2.237321942,-6.52918828,5.96,-577.5800963,417.042431,5.64879372,1062.373459,5.950372993,0.119131251,-246.58042,-37.49
"1277","Gryffindor","Lidia","Redmond","27/10/2001","Right",30151,-6.351586514,-6.815517916,5.194,15.3668811,593.5300792,-0.671544965,975.7222725,7.846578438,-1.166342494,-250.86038,126.4
"1278","Slytherin","Dick","Lash","11/11/1996","Left",54213,-6.332399535,3.032738721,-3.917,-174.4758741,489.250447,6.001034572,1010.30576,10.72746867,0.047963106,-250.1211,-37.55
"1279","Slytherin","Albert","Hudgins","09/05/1999","Left",78806,-7.476330354,3.242467965,-5.427,-429.6113649,419.970213,5.124208536,1044.414228,9.423082233,0.934716469,-254.51343,-107.35
"1280","Hufflepuff","Marci","Mckinley","03/09/1999","Right",28181,8.82918619,-5.587472152,3.041,-378.83779,389.2985395,3.734386215,1028.259846,3.575565659,-0.411243444,-243.44863,76.9
"1281","Hufflepuff","Jarod","Wolff","08/12/1996","Left",58813,4.797199545,-4.103783719,4.651,-565.7075195,399.200342,5.532849435,1056.768802,5.266346839,0.875349512,-244.35376,-28.92
"1282","Slytherin","Pete","Ireland","05/07/2000","Right",55277,-1.653595788,4.435863705,-3.736,-466.2652387,446.1241325,2.453738817,1030.712355,6.62185785,-1.57840094,-248.2074,-0.15
"1283","Slytherin","Deon","Wilhelm","27/01/2001","Left",57603,-6.995686116,5.281439209,-6.325,-537.0728047,356.7167509,5.995915487,1062.764494,9.875272597,-0.202476434,-252.55606,-126.58
"1284","Ravenclaw","Darwin","Kyle","26/09/1999","Right",15276,6.108327708,4.894937773,4.01,497.5519983,591.5540365,3.216093547,1051.585357,8.00102574,-0.386308851,-229.80198,66.76
"1285","Gryffindor","Jimmie","Mckeown","25/04/1998","Left",44314,-5.671740156,-8.207533902,3.785,-643.2946212,572.2814761,-5.119165778,912.5344286,2.037925903,-1.733968668,-258.02308,234.22
"1286","Gryffindor","Yolanda","Crenshaw","07/08/1999","Right",46502,-6.608834277,-1.088311025,4.204,-475.458005,588.7122663,-5.282672241,963.8653693,2.68913356,-1.167997539,-251.04179,156.78
"1287","Hufflepuff","Lynn","Tovar","15/01/2000","Right",22301,6.817740049,-7.85245508,4.398,-437.5178744,446.8921237,2.860366436,1029.501229,6.61601427,0.927903404,-244.78662,113.99
"1288","Slytherin","Joesph","Crider","26/12/2000","Right",47623,-7.420798918,5.363390924,-7.47,-399.8240558,377.8517211,3.483617703,1080.309121,10.97195818,-0.353465936,-253.02997,-94.43
"1289","Hufflepuff","Gene","Castleberry","31/07/1999","Left",27282,5.020075953,-6.927433223,4.391,-242.350035,385.5675052,8.750067409,1025.519897,7.229162275,0.315775117,-243.8036,-3.89
"1290","Ravenclaw","Jimmie","Brantley","15/08/1999","Right",46336,5.919673221,6.823870436,4.054,803.5439896,600.268824,5.65700728,1065.184233,7.318004499,0.159882894,-228.09194,-30.19
"1291","Slytherin","Stacey","Crouse","28/10/1999","Right",37273,-4.904819241,6.140486162,-4.718,-505.3700103,384.386504,6.114746269,1048.862296,9.843033939,1.069626802,-247.90016,-76.72
"1292","Hufflepuff","Jovita","Regalado","07/04/1999","Right",13733,5.783207824,-9.706176788,6.736,-709.6679238,394.6110442,7.307275844,1055.090345,10.20582696,-0.41741395,-244.03257,43.22
"1293","Ravenclaw","Rene","Upshaw","13/01/1997","Right",23403,7.675923051,7.081871475,2.202,432.1411859,569.9023852,5.404535113,1047.418041,7.846843966,1.036636169,-228.65997,38.86
"1294","Slytherin","Tracie","Sturgeon","28/03/2001","Right",42307,-6.315852665,5.653845082,-6.153,-460.7079701,388.2197945,5.0858002,1063.373801,10.97703974,-0.404638406,-250.51835,-83.83
"1295","Gryffindor","Brain","Kellum","30/07/2000","Right",49635,-7.285866246,-6.400067616,4.378,-279.307106,518.2174417,-2.765431169,942.1232156,2.810307012,-0.529509708,-254.59946,148.85
"1296","Hufflepuff","Oliver","Sawyer","07/10/2001","Right",29560,3.289841819,-5.328765968,6.082,-553.9095057,409.7493516,6.038953301,1052.947213,7.807274858,1.905137615,-243.24016,1.62
"1297","Hufflepuff","Marlon","Carmack","20/06/1997","Right",41732,1.184571468,-6.762089424,7.565,-492.0318664,408.3269578,3.927966253,1059.746214,5.926594084,-0.255054569,-245.74732,-17.07
"1298","Slytherin","Diego","Yee","20/06/1999","Right",59442,-4.890462901,5.10279439,-3.769,-484.3103941,406.1657425,6.578085605,1026.532143,8.052146067,-0.411753141,-249.12983,-86.57
"1299","Hufflepuff","Luann","Lemke","05/10/1999","Right",34066,3.441773503,-5.696190989,6.376,-298.7061851,420.1859572,7.518985127,1031.482174,6.85401411,-0.062229966,-242.57025,-11.12
"1300","Gryffindor","Glenda","Madigan","02/08/1997","Right",52510,-6.337557205,-3.477563165,4.885,-351.8122573,576.4127728,-4.066826992,951.3182118,1.881576362,-0.05342714,-252.32769,142.41
"1301","Hufflepuff","Randal","Bays","29/06/1997","Left",58658,5.292818552,-3.938507533,4.802,-663.1607173,461.4497572,3.386976279,1055.761132,6.340815357,2.333844737,-243.91673,30
"1302","Ravenclaw","Marietta","Mireles","26/03/1997","Left",87451,6.717855788,4.357746721,6.336,503.5842649,610.9441071,4.690268594,1044.42619,3.431096471,-1.117047833,-231.45441,-36.62
"1303","Gryffindor","Lilly","Jackman","21/02/1997","Left",37702,-5.586751227,-4.474098509,4.649,-596.4270447,560.8055868,-5.753091277,939.7940311,1.309745063,-0.302280349,-253.6374,202.4
"1304","Hufflepuff","Otto","Bruno","22/11/1996","Left",38917,7.28388159,-5.414402798,4.52,-597.6140322,396.7957355,2.963094615,1051.077098,3.09266818,1.074591875,-244.57664,67.04
"1305","Gryffindor","Alvina","Gragg","15/03/2001","Left",47145,-6.929163703,-4.197173768,3.288,-826.468166,544.5216736,-5.68582101,922.9279696,0.697528623,-0.446822581,-256.87119,200.32
"1306","Gryffindor","Wilburn","Okeefe","26/05/2001","Right",30788,-5.877094946,-7.422772325,4.495,-618.5908116,560.1524241,-2.227251868,960.8971876,6.762301328,-0.05342714,-254.44193,175.93
"1307","Hufflepuff","Anibal","Abraham","20/01/1997","Left",66692,5.037105158,-2.482113142,5.634,-661.8316721,460.8610634,5.992805845,1055.265692,6.74377574,-1.043002822,-241.77286,-19.04
"1308","Hufflepuff","Neil","Briseno","18/03/1998","Right",49093,4.360554738,-5.119677067,5.875,-378.8986767,417.0651069,8.090267404,1038.628671,6.635063323,0.182990428,-242.67815,-33.59
"1309","Hufflepuff","Matilda","Steiner","09/11/1996","Left",56730,7.897291405,-3.754288054,4.574,-523.15792,380.5109728,2.963094615,1048.788932,2.201209759,-1.426863059,-242.84708,-0.05
"1310","Gryffindor","Carmen","Fulcher","12/01/1997","Left",49688,-4.038016149,-6.927692364,5.594,-426.2108714,595.9834168,-6.349633411,923.0555131,-0.035474375,-0.267329186,-254.25575,228.79
"1311","Gryffindor","Calvin","Stauffer","23/03/1999","Right",36467,-6.005137508,-6.301191713,4.474,-439.6723601,558.9078755,-3.754066172,947.1983325,3.532585304,-0.088927593,-254.29191,177.01
"1312","Hufflepuff","Jessie","Chung","03/03/1997","Left",52268,3.128570834,-6.331277157,6.509,-734.9392541,430.7268642,1.642265736,1071.0038,5.858556346,0.00802707,-246.4891,22.69
"1313","Hufflepuff","Jody","Ricci","04/05/1999","Left",47886,3.870897295,-4.809236332,5.445,-428.6119946,378.7782526,7.971454372,1048.057298,5.989586767,0.308501513,-243.52366,-55.79
"1314","Gryffindor","Kayla","Jameson","29/05/1997","Left",41034,-4.316909361,-6.514999609,5.471,-499.0272688,607.2816529,-5.288429258,942.1237205,3.14941135,0.082134511,-253.00483,223.19
"1315","Ravenclaw","Leisa","Lawrence","01/12/1999","Left",26116,2.730728274,9.667405456,1.078,312.922762,572.094747,3.348113793,1032.782712,6.793216413,-0.803764755,-231.81343,33.02
"1316","Ravenclaw","Benton","Spalding","08/06/1997","Left",62759,7.306829944,3.884854724,7.09,496.2515423,630.7497915,3.767711228,1044.780804,4.897175679,0.535565651,-229.56172,18.21
"1317","Hufflepuff","Sol","Rendon","16/02/1999","Left",44094,3.651077278,-4.915810088,5.083,-394.2200083,391.9935417,6.72584905,1043.814334,5.832759513,-0.927452133,-244.05744,-30.05
"1318","Hufflepuff","Alejandra","Cardwell","11/05/1997","Right",72295,4.465065898,-5.263325364,5.626,-503.2211207,363.8302164,3.177358559,1063.017165,1.359532644,-2.044176808,-246.58563,-50.09
"1319","Ravenclaw","Adela","Marshall","05/03/2001","Left",38880,5.112727755,3.913734716,5.867,617.1918911,636.6273899,5.594731676,1066.888085,10.22126718,-0.752245041,-229.09117,5.64
"1320","Hufflepuff","Ike","Curtis","19/01/1998","Right",53099,3.042225597,-6.11134865,6.437,-730.7727826,423.6354882,3.090094356,1072.356504,6.592267544,-0.417610973,-246.02061,1.49
"1321","Gryffindor","Ralph","Bostick","14/05/1998","Left",49635,-4.028032265,-6.406720357,5.433,-461.7680536,647.0015303,-4.760202671,953.2025373,5.594904322,-0.089079215,-251.80498,227.98
"1322","Hufflepuff","Eunice","Bishop","21/04/1999","Right",41006,2.031245689,-6.943322076,7.561,-422.5349453,417.3564557,3.518668753,1049.52417,5.070320266,-0.158742974,-245.36754,2.22
"1323","Hufflepuff","Erna","Metzler","17/06/1999","Left",42847,5.181160583,-5.772348561,2.758,-318.7399575,419.5738354,3.206781152,1032.636188,4.767945923,0.305377844,-246.42805,48.8
"1324","Ravenclaw","Pearlie","Rousseau","20/06/1999","Left",25168,7.449835638,2.151846664,6.321,516.9802177,568.5209382,5.159087982,1070.455906,8.206382389,0.340078866,-229.27606,19.67
"1325","Ravenclaw","Dan","Minnick","25/01/2000","Left",43744,3.18107419,5.57764179,3.154,398.7577866,575.7180183,3.864577068,1049.269896,6.770205721,-0.034718885,-233.14236,-0.64
"1326","Ravenclaw","Britt","Duckett","28/07/2000","Left",33010,5.080018659,4.492780889,4.206,118.0837531,508.9385081,6.565545391,1036.723333,6.286684917,0.933496958,-232.76409,-7.21
"1327","Hufflepuff","Elvis","Haddad","26/03/1998","Right",66774,6.438242984,-2.27437621,4.072,-503.1174493,416.313763,7.765597601,1044.191127,5.345871804,-1.398632412,-241.77571,-42.81
"1328","Hufflepuff","Tera","Cochrane","26/12/2000","Right",42577,8.576817271,-4.243224575,4.161,-153.1302239,337.1915076,7.362512462,1018.686702,0.763940032,-0.200979611,-241.51467,-21.83
"1329","Ravenclaw","Lane","Rodrigues","10/05/1998","Left",57633,4.142216821,5.844620081,4.849,750.5126244,632.4565701,3.122975128,1060.606374,6.389850355,0.304537832,-230.65569,-10.37
"1330","Gryffindor","Jarvis","Mcnutt","12/09/1997","Right",42293,-3.427691022,-5.310988881,6.198,-465.0955051,631.0143822,-4.862880656,977.0619658,5.36298603,0.533020168,-249.79968,200.38
"1331","Ravenclaw","Randi","Pence","22/02/2000","Right",73356,4.479951927,7.382755611,4.504,868.2736873,631.1633046,2.763427227,1043.148489,3.187943902,1.629717564,-230.49667,-26.11
"1332","Hufflepuff","Jarrett","Underhill","26/11/1996","Right",42591,4.972162115,-4.745646657,5.262,-418.6453052,406.3189831,3.482806448,1043.816263,3.796458381,0.086678406,-243.87933,19.3
"1333","Ravenclaw","Landon","Holcomb","24/05/2001","Right",60018,1.869091603,5.928948431,4.531,928.3178728,675.9053382,4.661148527,1057.866106,9.196488129,-0.624845897,-230.83331,-28.82
"1334","Slytherin","Gena","Mcdaniels","12/02/1999","Left",20184,-4.777998331,6.19137088,-2.977,-380.3497402,444.2831478,4.216109679,1055.833701,11.22636052,-0.323958204,-244.86731,-24.54
"1335","Slytherin","Aurelia","Root","21/07/1997","Left",58516,-3.950041179,4.447821647,-6.301,-440.355404,394.6437711,2.075027373,1058.496863,7.527710189,-0.871846389,-252.09777,-48.77
"1336","Slytherin","Haydee","Stern","05/02/2000","Right",23348,1.14101953,5.942921239,-3.626,-689.8915974,366.0970928,5.960932026,1090.06535,12.7763239,-0.574343439,-247.24066,-96.4
"1337","Gryffindor","Rosanne","Bradshaw","16/10/1999","Right",45877,-4.884012191,-2.375101013,5.614,-697.136575,607.3954926,-6.969016028,940.4520859,0.806860221,-0.309245477,-251.18317,220.86
"1338","Ravenclaw","Jung","Pullen","06/04/1998","Right",36722,6.819302849,5.411413942,4.65,223.3047687,592.8959293,4.808764418,1037.943579,7.077044215,-0.618451756,-229.96528,44.84
"1339","Hufflepuff","Son","Campos","19/01/2001","Left",26596,4.269317078,-5.965666844,6.03,-102.8193912,409.945229,10.87046471,1012.340796,7.601552751,-1.537392187,-240.96103,-27.51
"1340","Slytherin","Willy","Swearingen","06/08/1998","Right",26732,-2.109729172,6.060540261,-3.482,-650.5106927,404.0959833,3.416413285,1064.924426,5.950372993,0.116207627,-245.43575,-16.75
"1341","Ravenclaw","Renae","Galindo","12/03/2000","Left",59773,4.396988493,3.690375776,6.538,758.1367696,614.0053811,3.605239146,1062.537121,5.68372924,0.445700981,-231.12704,-25.22
